
Clasificarea internationala a maladiilor - Revizia a X a 1994, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Unele afectiuni a caror origine se situeaza in perioada perinatala, Maramures, Anul 2009, Numar persoane, 19
Unele afectiuni a caror origine se situeaza in perioada perinatala, Maramures, Anul 2010, Numar persoane, 24
Unele afectiuni a caror origine se situeaza in perioada perinatala, Maramures, Anul 2011, Numar persoane, 23
Unele afectiuni a caror origine se situeaza in perioada perinatala, Maramures, Anul 2012, Numar persoane, 25
Unele afectiuni a caror origine se situeaza in perioada perinatala, Maramures, Anul 2013, Numar persoane, 15
Unele afectiuni a caror origine se situeaza in perioada perinatala, Maramures, Anul 2014, Numar persoane, 13
Unele afectiuni a caror origine se situeaza in perioada perinatala, Maramures, Anul 2015, Numar persoane, 11
Unele afectiuni a caror origine se situeaza in perioada perinatala, Maramures, Anul 2016, Numar persoane, 13
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 1990, Numar persoane, 37
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 1991, Numar persoane, 48
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 1992, Numar persoane, 37
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 1993, Numar persoane, 35
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 1994, Numar persoane, 28
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 1995, Numar persoane, 31
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 1996, Numar persoane, 29
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 1997, Numar persoane, 35
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 1998, Numar persoane, 39
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 1999, Numar persoane, 27
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2000, Numar persoane, 19
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2001, Numar persoane, 16
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2002, Numar persoane, 13
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2003, Numar persoane, 23
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2004, Numar persoane, 37
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2005, Numar persoane, 44
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2006, Numar persoane, 34
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2007, Numar persoane, 37
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2008, Numar persoane, 39
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2009, Numar persoane, 21
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2010, Numar persoane, 11
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2011, Numar persoane, 15
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2012, Numar persoane, 18
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2013, Numar persoane, 11
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2014, Numar persoane, 13
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2015, Numar persoane, 14
Unele afectiuni a caror origine se situeaza in perioada perinatala, Satu Mare, Anul 2016, Numar persoane, 13
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 1990, Numar persoane, 25
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 1991, Numar persoane, 16
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 1992, Numar persoane, 15
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 1993, Numar persoane, 29
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 1994, Numar persoane, 16
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 1995, Numar persoane, 12
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 1996, Numar persoane, 10
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 1997, Numar persoane, 12
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 1998, Numar persoane, 14
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 1999, Numar persoane, 16
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2000, Numar persoane, 17
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2001, Numar persoane, 8
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2002, Numar persoane, 10
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2003, Numar persoane, 10
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2004, Numar persoane, 8
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2005, Numar persoane, 11
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2006, Numar persoane, 14
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2007, Numar persoane, 12
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2008, Numar persoane, 12
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2009, Numar persoane, 12
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2010, Numar persoane, 5
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2011, Numar persoane, 7
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2012, Numar persoane, 11
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2013, Numar persoane, 7
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2014, Numar persoane, 15
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2015, Numar persoane, 7
Unele afectiuni a caror origine se situeaza in perioada perinatala, Salaj, Anul 2016, Numar persoane, 5
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 1990, Numar persoane, 207
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 1991, Numar persoane, 192
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 1992, Numar persoane, 181
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 1993, Numar persoane, 162
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 1994, Numar persoane, 148
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 1995, Numar persoane, 125
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 1996, Numar persoane, 144
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 1997, Numar persoane, 159
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 1998, Numar persoane, 182
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 1999, Numar persoane, 179
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2000, Numar persoane, 191
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2001, Numar persoane, 149
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2002, Numar persoane, 122
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2003, Numar persoane, 154
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2004, Numar persoane, 190
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2005, Numar persoane, 154
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2006, Numar persoane, 114
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2007, Numar persoane, 115
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2008, Numar persoane, 107
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2009, Numar persoane, 81
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2010, Numar persoane, 69
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2011, Numar persoane, 87
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2012, Numar persoane, 69
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2013, Numar persoane, 72
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2014, Numar persoane, 73
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2015, Numar persoane, 57
Unele afectiuni a caror origine se situeaza in perioada perinatala, Regiunea CENTRU, Anul 2016, Numar persoane, 61
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 1990, Numar persoane, 26
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 1991, Numar persoane, 37
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 1992, Numar persoane, 36
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 1993, Numar persoane, 27
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 1994, Numar persoane, 22
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 1995, Numar persoane, 20
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 1996, Numar persoane, 22
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 1997, Numar persoane, 20
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 1998, Numar persoane, 31
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 1999, Numar persoane, 31
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2000, Numar persoane, 31
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2001, Numar persoane, 28
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2002, Numar persoane, 19
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2003, Numar persoane, 22
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2004, Numar persoane, 34
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2005, Numar persoane, 41
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2006, Numar persoane, 20
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2007, Numar persoane, 16
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2008, Numar persoane, 21
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2009, Numar persoane, 10
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2010, Numar persoane, 17
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2011, Numar persoane, 20
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2012, Numar persoane, 7
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2013, Numar persoane, 7
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2014, Numar persoane, 11
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2015, Numar persoane, 6
Unele afectiuni a caror origine se situeaza in perioada perinatala, Alba, Anul 2016, Numar persoane, 7
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 1990, Numar persoane, 49
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 1991, Numar persoane, 26
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 1992, Numar persoane, 28
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 1993, Numar persoane, 30
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 1994, Numar persoane, 21
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 1995, Numar persoane, 20
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 1996, Numar persoane, 35
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 1997, Numar persoane, 26
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 1998, Numar persoane, 49
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 1999, Numar persoane, 35
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2000, Numar persoane, 31
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2001, Numar persoane, 18
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2002, Numar persoane, 23
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2003, Numar persoane, 30
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2004, Numar persoane, 34
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2005, Numar persoane, 29
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2006, Numar persoane, 23
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2007, Numar persoane, 21
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2008, Numar persoane, 19
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2009, Numar persoane, 18
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2010, Numar persoane, 6
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2011, Numar persoane, 15
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2012, Numar persoane, 12
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2013, Numar persoane, 18
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2014, Numar persoane, 9
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2015, Numar persoane, 12
Unele afectiuni a caror origine se situeaza in perioada perinatala, Brasov, Anul 2016, Numar persoane, 16
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 1990, Numar persoane, 24
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 1991, Numar persoane, 22
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 1992, Numar persoane, 18
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 1993, Numar persoane, 15
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 1994, Numar persoane, 13
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 1995, Numar persoane, 13
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 1996, Numar persoane, 8
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 1997, Numar persoane, 16
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 1998, Numar persoane, 7
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 1999, Numar persoane, 10
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2000, Numar persoane, 11
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2001, Numar persoane, 13
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2002, Numar persoane, 10
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2003, Numar persoane, 12
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2004, Numar persoane, 25
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2005, Numar persoane, 7
Unele afectiuni a caror origine se situeaza in perioada perinatala, Covasna, Anul 2006, Numar persoane, 12
